fund_code,fund_name,base_date,class_label,class_code,account_type,channel,front_load_text,fee_total,fee_distribution,fee_peer_avg,fee_total_cost,chunk_id,page,source_path
KR5153520012,미래에셋퇴직플랜증권자투자신탁1호(채권),2025-12-23,수수료미징구-오프라인-퇴 직연금(C),C,퇴직연금,오프라인,-,0.38,0.2,,0.39,KR5153520012_p3_0007,3,투자설명서 복사본/KR5153520012/R2_KR5153520012.pdf
KR5153520012,미래에셋퇴직플랜증권자투자신탁1호(채권),2025-12-23,수수료미징구-온라인-퇴직 연금(C-P2e),C-P2e,퇴직연금,온라인,-,0.28,0.1,,0.29,KR5153520012_p3_0007,3,투자설명서 복사본/KR5153520012/R2_KR5153520012.pdf
KR5157420003,마이다스 우량채권 증권 자투자신탁 제1호(채권),2025-07-29,수수료선취-오프라인(A),A,,오프라인,,0.31,,0.34,0.3122,KR5157420003_p29_0074,29,투자설명서 복사본/KR5157420003/R2_KR5157420003.pdf
KR5157420003,마이다스 우량채권 증권 자투자신탁 제1호(채권),2025-07-29,수수료선취-온라인(Ae),Ae,,온라인,,0.21,,0.26,0.2123,KR5157420003_p29_0074,29,투자설명서 복사본/KR5157420003/R2_KR5157420003.pdf
KR5157420003,마이다스 우량채권 증권 자투자신탁 제1호(채권),2025-07-29,수수료미징구-오프라인(C),C,,오프라인,,0.41,,0.4,0.4124,KR5157420003_p29_0074,29,투자설명서 복사본/KR5157420003/R2_KR5157420003.pdf
KR5157420003,마이다스 우량채권 증권 자투자신탁 제1호(채권),2025-07-29,수수료미징구-온라인(Ce),Ce,,온라인,,0.26,,0.26,0.2623,KR5157420003_p29_0074,29,투자설명서 복사본/KR5157420003/R2_KR5157420003.pdf
KR5157420003,마이다스 우량채권 증권 자투자신탁 제1호(채권),2025-07-29,수수료미징구-오프라인,,,오프라인,,0.36,,,0.3624,KR5157420003_p29_0074,29,투자설명서 복사본/KR5157420003/R2_KR5157420003.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료선취-오프라인(A1),A1,,오프라인,,1.6,,1.35,1.602,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료선취-온라인(Ae),Ae,,온라인,,1.15,,0.99,1.152,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-오프라인 -보수체감(C1),C1,,오프라인,,2.2,,1.59,2.202,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-오프라인 -보수체감(C2),C2,,오프라인,,2.05,,1.59,2.052,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-오프라인 -보수체감(C3),C3,,오프라인,,1.9,,1.59,1.902,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-오프라인 -보수체감(C4),C4,,오프라인,,1.7,,1.59,1.702,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-온라인(Ce),Ce,,온라인,,1.6,,1.16,1.602,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-오프라인 -기관(C-F),C-F,,오프라인,,0.73,,,0.732,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-오프라인 -랩(C-W),C-W,,오프라인,,0.7,,,0.702,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-오프라인 -개인연금(C-P1),C-P1,연금저축,오프라인,,1.54,,,1.542,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-온라인 -개인연금(C-Pe1),C-Pe1,연금저축,온라인,,1.12,,,1.122,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-오프라인 -퇴직연금(C-P2),C-P2,퇴직연금,오프라인,,1.3,,,1.302,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-온라인 -퇴직연금(C-Pe2),C-Pe2,퇴직연금,온라인,,1.0,,,1.002,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료후취-온라인슈퍼(S),S,,온라인슈퍼,,1.05,,,1.052,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-온라인슈퍼 -개인연금(S-P),S-P,연금저축,온라인슈퍼,,0.95,,,0.952,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료선취-오프라인 -무권유저비용(AG),AG,,오프라인,,1.33,,,1.33,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-오프라인 -무권유저비용(CG),CG,,오프라인,,1.645,,,1.645,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450017,마이다스 책임투자 증권 투자신탁(주식),2025-10-31,수수료미징구-오프라인-,,,오프라인,,0.97,,,0.97,KR5157450017_p30_0080,30,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료선취-오프라인(A),A,,오프라인,,1.31,,1.42,1.312,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료선취-온라인(Ae),Ae,,온라인,,0.95,,1.14,0.952,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-오프라인- 보수체감(C1),C1,,오프라인,,2.09,,1.6,2.092,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-오프라인- 보수체감(C2),C2,,오프라인,,1.79,,1.6,1.792,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-오프라인- 보수체감(C3),C3,,오프라인,,1.39,,1.6,1.392,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-오프라인- 보수체감(C4),C4,,오프라인,,1.09,,1.6,1.092,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-온라인(Ce),Ce,,온라인,,1.08,,1.18,1.082,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-오프라인- 기관(C-F),C-F,,오프라인,,0.62,,,0.62,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-오프라인- 랩(C-W),C-W,,오프라인,,0.59,,,0.592,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-오프라인- 개인연금(C-P1),C-P1,연금저축,오프라인,,1.43,,,1.43,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-온라인- 개인연금(C-Pe1),C-Pe1,연금저축,온라인,,1.01,,,1.012,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-오프라인-퇴직 연금(C-P2),C-P2,퇴직연금,오프라인,,1.19,,,1.19,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-온라인-퇴직연 금(C-Pe2),C-Pe2,퇴직연금,온라인,,0.84,,,0.842,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료후취-온라인슈퍼(S),S,,온라인슈퍼,,0.94,,,0.941,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),2025-10-01,수수료미징구-온라인슈퍼- 개인연금(S-P),S-P,연금저축,온라인슈퍼,,0.87,,,0.87,KR5157450090_p35_0094,35,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf
KR5160420009,코레이트셀렉트단기채증권투자신탁[채권],2024-12-31,수수료선취- 오프라인(A),A,,오프라인,납입금액의 0.10%이내,0.22,,,0.22,KR5160420009_p7_0009,7,투자설명서 복사본/KR5160420009/R2_KR5160420009.pdf
KR5160420009,코레이트셀렉트단기채증권투자신탁[채권],2024-12-31,수수료미징구- 오프라인(C),C,,오프라인,-,0.42,,,0.4224,KR5160420009_p7_0009,7,투자설명서 복사본/KR5160420009/R2_KR5160420009.pdf
KR5160420009,코레이트셀렉트단기채증권투자신탁[채권],2024-12-31,수수료선취- 온라인(A-E),A-E,,온라인,납입금액의 0.05%이내,0.17,,,0.17,KR5160420009_p7_0009,7,투자설명서 복사본/KR5160420009/R2_KR5160420009.pdf
KR5160420009,코레이트셀렉트단기채증권투자신탁[채권],2024-12-31,수수료미징구- 온라인(C-E),C-E,,온라인,-,0.27,,,0.2724,KR5160420009_p7_0009,7,투자설명서 복사본/KR5160420009/R2_KR5160420009.pdf
KR516702010M,에셋플러스 코리아 리치투게더 연금 증권 자투자신탁 1호(주식),2025-05-20,수수료미징구-오프라인(C),C,,오프라인,-,1.53,0.95,,,KR516702010M_p4_0011,4,투자설명서 복사본/KR516702010M/R2_KR516702010M.pdf
KR516702010M,에셋플러스 코리아 리치투게더 연금 증권 자투자신탁 1호(주식),2025-05-20,수수료미징구-온라인(Ce),Ce,,온라인,-,1.05,0.47,,,KR516702010M_p4_0011,4,투자설명서 복사본/KR516702010M/R2_KR516702010M.pdf
KR516702010M,에셋플러스 코리아 리치투게더 연금 증권 자투자신탁 1호(주식),2025-05-20,수수료미징구온라인슈퍼(S-P),S-P,연금저축,온라인슈퍼,-,0.86,0.28,,,KR516702010M_p4_0011,4,투자설명서 복사본/KR516702010M/R2_KR516702010M.pdf
KR5169950018,디에스Maestro증권자투자신탁[주식],2025-07-11,수수료선취-오프라인형(A),A,,오프라인,납입금액의 1.0%이내,1.455,,,,KR5169950018_p3_0006,3,투자설명서 복사본/KR5169950018/R2_KR5169950018.pdf
KR5169950018,디에스Maestro증권자투자신탁[주식],2025-07-11,수수료선취-온라인형(A-e),A-e,,온라인,납입금액의 0.5%이내,1.155,,,,KR5169950018_p3_0006,3,투자설명서 복사본/KR5169950018/R2_KR5169950018.pdf
KR5169950018,디에스Maestro증권자투자신탁[주식],2025-07-11,수수료미징구-오프라인형(C),C,,오프라인,없음,1.805,,,,KR5169950018_p3_0006,3,투자설명서 복사본/KR5169950018/R2_KR5169950018.pdf
KR5169950018,디에스Maestro증권자투자신탁[주식],2025-07-11,수수료미징구-,,,,없음,1.325,,,,KR5169950018_p3_0006,3,투자설명서 복사본/KR5169950018/R2_KR5169950018.pdf
KR5172450019,트러스톤칭기스칸증권투자신탁[주식],2025-07-03,수수료선취- 오프라인(A),A,,오프라인,납입금액의 1.0%이내,1.697,0.9,,,KR5172450019_p4_0009,4,투자설명서 복사본/KR5172450019/R2_KR5172450019.pdf
KR5172450019,트러스톤칭기스칸증권투자신탁[주식],2025-07-03,수수료미징구- 오프라인- 보수체감(C4),C4,,오프라인,없음,1.897,1.1,,,KR5172450019_p4_0009,4,투자설명서 복사본/KR5172450019/R2_KR5172450019.pdf
KR5172450019,트러스톤칭기스칸증권투자신탁[주식],2025-07-03,수수료선취- 온라인(Ae),Ae,,온라인,납입금액의 0.5%이내,1.247,0.45,,,KR5172450019_p4_0009,4,투자설명서 복사본/KR5172450019/R2_KR5172450019.pdf
KR5172450019,트러스톤칭기스칸증권투자신탁[주식],2025-07-03,수수료미징구- 온라인(Ce),Ce,,온라인,없음,1.797,1.0,,,KR5172450019_p4_0009,4,투자설명서 복사본/KR5172450019/R2_KR5172450019.pdf
KR5174420011,한국밸류 10년투자 연금 증권전환형자투자신탁 1호(채권),2025-01-15,수수료미징구-오프라인형(C),C,,오프라인,없음,0.538,0.35,,0.4,KR5174420011_p4_0009,4,투자설명서 복사본/KR5174420011/R2_KR5174420011.pdf
KR5174420011,한국밸류 10년투자 연금 증권전환형자투자신탁 1호(채권),2025-01-15,수수료미징구-온라인형(C-E),C-E,,온라인,없음,0.358,0.17,,0.27,KR5174420011_p4_0009,4,투자설명서 복사본/KR5174420011/R2_KR5174420011.pdf
KR518101002M,미래에셋퇴직플랜단기증권자투자신탁1호(채권),2025-09-19,수수료미징구-오프라인-퇴 직연금(C),C,퇴직연금,오프라인,-,0.38,0.2,,0.39,KR518101002M_p3_0007,3,투자설명서 복사본/KR518101002M/R2_KR518101002M.pdf
KR518101002M,미래에셋퇴직플랜단기증권자투자신탁1호(채권),2025-09-19,수수료미징구-온라인-퇴직 연금(C-P2e),C-P2e,퇴직연금,온라인,-,0.28,0.1,,0.28,KR518101002M_p3_0007,3,투자설명서 복사본/KR518101002M/R2_KR518101002M.pdf
KR518101012M,한국투자 퇴직연금 증권 자투자신탁 1호(국공채),2025-02-28,수수료미 징구-오 프라인- 퇴직연금 (C),C,퇴직연금,오프라인,,0.54,0.395,,0.5517,KR518101012M_p5_0010,5,투자설명서 복사본/KR518101012M/R2_KR518101012M.pdf
KR5185450009,키움 차세대모빌리티 증권 자투자신탁 제1호[주식],2025-06-30,수수료선취- 오프라인(A1),A1,,오프라인,납입 금액의 1.0%이내,1.73,0.98,1.37,,KR5185450009_p3_0009,3,투자설명서 복사본/KR5185450009/R2_KR5185450009.pdf
KR5185450009,키움 차세대모빌리티 증권 자투자신탁 제1호[주식],2025-06-30,수수료미징구- 오프라인- 보수체감(C1),C1,,오프라인,없음,2.25,1.5,1.59,,KR5185450009_p3_0009,3,투자설명서 복사본/KR5185450009/R2_KR5185450009.pdf
KR5185450009,키움 차세대모빌리티 증권 자투자신탁 제1호[주식],2025-06-30,수수료선취- 온라인(A-e),A-e,,온라인,납입 금액의 0.5%이내,1.1,0.35,1.02,,KR5185450009_p3_0009,3,투자설명서 복사본/KR5185450009/R2_KR5185450009.pdf
KR5185450009,키움 차세대모빌리티 증권 자투자신탁 제1호[주식],2025-06-30,수수료미징구- 온라인(C-e),C-e,,온라인,없음,1.72,0.97,1.16,,KR5185450009_p3_0009,3,투자설명서 복사본/KR5185450009/R2_KR5185450009.pdf
KR5185450009,키움 차세대모빌리티 증권 자투자신탁 제1호[주식],2025-06-30,수수료미징구-오 프라인-보수체감 (C2),C2,,오프라인,,2.1,,1.59,2.1059,KR5185450009_p28_0092,28,투자설명서 복사본/KR5185450009/R2_KR5185450009.pdf
KR5185450009,키움 차세대모빌리티 증권 자투자신탁 제1호[주식],2025-06-30,수수료미징구-오 프라인-보수체감 (C3),C3,,오프라인,,1.74,,1.59,1.7454,KR5185450009_p28_0092,28,투자설명서 복사본/KR5185450009/R2_KR5185450009.pdf
KR5185450009,키움 차세대모빌리티 증권 자투자신탁 제1호[주식],2025-06-30,수수료미징구-오 프라인-보수체감 (C4),C4,,오프라인,,1.64,,1.59,1.6462,KR5185450009_p28_0092,28,투자설명서 복사본/KR5185450009/R2_KR5185450009.pdf
KR5194450018,스팍스한국엄선투자증권자투자신탁[주식] [AY119],2025-01-16,수수료선취- 오프라인(A),A,,오프라인,납입금액의 1% 이내,1.0,1.0,1.38,,KR5194450018_p5_0013,5,투자설명서 복사본/KR5194450018/R2_KR5194450018.pdf
KR5194450018,스팍스한국엄선투자증권자투자신탁[주식] [AY119],2025-01-16,수수료선취- 온라인(A-e),A-e,,온라인,납입금액의 0.5% 이내,0.5,0.5,1.03,,KR5194450018_p5_0013,5,투자설명서 복사본/KR5194450018/R2_KR5194450018.pdf
KR5194450018,스팍스한국엄선투자증권자투자신탁[주식] [AY119],2025-01-16,수수료후취- 온라인슈퍼(S),S,,온라인슈퍼,3년 미만 환매시 환매금액의 0.15%,3.0,3.0,,,KR5194450018_p5_0013,5,투자설명서 복사본/KR5194450018/R2_KR5194450018.pdf
,,,수수료선 취-오프 라인 (A),A,,오프라인,,0.544,,,,COMMON_df9d97b4ba95,5,[2개 문서 공통]
,,,수수료미 징구-오,,,,,1.144,,,,COMMON_df9d97b4ba95,5,[2개 문서 공통]
,,,수수료선취- 오프라인(A1),A1,,오프라인,납입금액이 0.8%,0.645,0.48,,,COMMON_37ab181678a5,5,[2개 문서 공통]
,,,수수료미징구 -오프라인-보 수체감 (C1),C1,,오프라인,없음,1.285,1.12,,,COMMON_37ab181678a5,5,[2개 문서 공통]
,,,수수료선취- 온라인(Ae),Ae,,온라인,납입금액이 0.4% 이내,0.405,0.24,,,COMMON_37ab181678a5,5,[2개 문서 공통]
,,,수수료미징구- 온라인형(Ce),Ce,,온라인,없음,0.365,0.2,,,COMMON_37ab181678a5,5,[2개 문서 공통]
,,,수수료미징구- 오프라인-보수 체감2(C2),C2,,오프라인,,1.175,,1.59,1.1766,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,수수료미징구- 오프라인-보수 체감3(C3),C3,,오프라인,,1.075,,1.59,1.0767,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,수수료미징구- 오프라인-보수 체감4(C4),C4,,오프라인,,0.985,,1.59,0.9867,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,수수료미징구- 오프라인-5억 이상 납입(Ch),Ch,,오프라인,,0.415,,,0.415,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,수수료미징구- 오프라인-주택 마련(C(장마)),C,,오프라인,,1.165,,,1.165,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,"수수료선취-오 프라인-펀드, 기관(Af)",Af,,오프라인,,0.165,,,0.1667,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,수수료미징구- 오프라인-퇴직 연금(CP),CP,퇴직연금,오프라인,,0.765,,,0.7667,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,수수료후취-온 라인 슈퍼(S),S,,온라인슈퍼,,0.315,,,0.3166,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,수수료미징구- 오프라인-랩 (CW),CW,,오프라인,,0.165,,,0.1667,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,수수료선취-오 프라인-무권유 저비용(AG),AG,,오프라인,,0.515,,,0.515,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,수수료미징구- 오프라인-무권,,,오프라인,,0.945,,,0.945,COMMON_2859fcc3cc98,45,[2개 문서 공통]
,,,수수료선취- 오프라인(A1),A1,,오프라인,납입금액 의 0.8% 이내,0.845,0.4,0.75,,COMMON_bb294bf3b7e1,5,[3개 문서 공통]
,,,수수료미징구- 오프라인 (C1),C1,,오프라인,없음,1.245,0.8,1.0,,COMMON_bb294bf3b7e1,5,[3개 문서 공통]
,,,수수료선취- 온라인(Ae),Ae,,온라인,납입금액 의 0.4% 이내,0.645,0.2,0.45,,COMMON_bb294bf3b7e1,5,[3개 문서 공통]
,,,수수료미징구- 온라인(Ce),Ce,,온라인,없음,0.845,0.4,0.57,,COMMON_bb294bf3b7e1,5,[3개 문서 공통]
,,,수수료선취- 온라인 (A-e),A-e,,온라인,,0.645,,0.45,0.6469,COMMON_4bd14c3e4524,35,[3개 문서 공통]
,,,수수료미징구 -온라인(C-e),C-e,,온라인,,0.845,,0.57,0.8468,COMMON_4bd14c3e4524,35,[3개 문서 공통]
,,,수수료미징구-오프라인-퇴 직연금(C),C,퇴직연금,오프라인,-,0.95,0.5,,0.95,COMMON_3205b4db4486,3,[2개 문서 공통]
,,,수수료미징구-온라인-퇴직 연금(C-P2e),C-P2e,퇴직연금,온라인,-,0.7,0.25,,0.7,COMMON_3205b4db4486,3,[2개 문서 공통]
